,label,tweet,joy,tentative,confident,analytical,sadness,fear,anger
15,1F60B,I cut up a whole pineapple and put it in the fridge so it can be cold by the time I wake up from my nap and it got a little frosty,0.0,0.0,0.0,0.0,0.0,0.0,0.53508
16,1F612,Had to wake myself up cause the dream I just fucking had made me wan kill anybody who even think about fucking with my family,0.0,0.814449,0.0,0.0,0.0,0.0,0.754191
17,1F631,Lovely. Another power outage. Just had one on mother's day that lasted 6 hours. Its 84 degrees already and no idea when its coming back.,0.6646449999999999,0.8559100000000001,0.0,0.0,0.0,0.0,0.0
18,1F525,Some R and B songs be so shit will make you wanna wave your hand side to side with mad family members in front of a fireplace,0.0,0.0,0.0,0.0,0.0,0.0,0.629301
19,1F60E,Let him who has not driven 60 miles with a toddler in the back check if their eye sight was good enough to drive... cast the first stone,0.675987,0.0,0.0,0.6147600000000001,0.0,0.0,0.0
20,1F622,This was not the case the last two weeks. My room was even bad vibes because my plants hadn't been watered for like two nearly three weeks,0.0,0.975874,0.0,0.6437579999999999,0.0,0.0,0.0
21,1F608,I unlocked the part of my brain wherein rise and grind twitter resides. Time to tweet about doing things when I could be doing them,0.0,0.93143,0.0,0.812664,0.0,0.0,0.0
22,270C,Going to log out for a couple of days I doubt anyone will notice but I just need some space and I just am feeling pressure to be active,0.0,0.951014,0.0,0.0,0.563283,0.0,0.0
23,1F62C,We really just gotta go back to throwing hands. Conceal your identity and just fuck the racist up. A little discipline never hurt anyone.,0.0,0.983448,0.0,0.0,0.0,0.0,0.7278100000000001
24,1F620,Just my luck I have non what so ever ordered something for the streaming equipment and the totally wrong thing turns up to what I bought,0.0,0.5737399999999999,0.0,0.0,0.5830890000000001,0.0,0.0
25,1F60D,My cat has a lung condition and he has been having difficulty clearing his mucus in the cold weather so I got him a vaporizer like a baby,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1F602,If you went to a Jamaican party and expected it to start on time... the DJ is coming in at midnight.. its stone love tapes until then..,0.764604,0.0,0.0,0.681087,0.0,0.0,0.0
27,2764,i love bird app a lot if people were very nice to me without even knowing i felt shit. I think they know who they are but thank you guys,0.6122529999999999,0.8082020000000001,0.0,0.0,0.0,0.0,0.0
28,1F618,Alright good night. Remember to wash off your face before you go to bed so you don't fuck up your real face any more.,0.563014,0.647781,0.0,0.0,0.0,0.0,0.0
29,1F62D,Dude I miss everyone in NE and I need to get all my stuff but the thing I've been wanting most lately from my room is my fucking ukuleles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1F44D,Boo for Boris on a Tuesday night sounds good to me he needs to be held accountable for everything he's done. He needs to leave.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1F60A,Thank you I really been working on growing my YouTube channel but also get to know the people who will one day love me for me,0.759637,0.0,0.0,0.8822840000000001,0.0,0.0,0.0
32,1F609,Thank you for your concern. It's just the two of us. If I wanted to do away with my other half it would have happened already.,0.0,0.8653879999999999,0.0,0.8676790000000001,0.5404,0.0,0.0
33,1F605,Talking about chicken nuggets on Apex and the dude I'm grouped with said talking bout nuggets I saw a video of a horse eat a baby chicken,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1F614,I would love to get so many more tattoos but I want to be a nurse and am a hypochondriac and my father will skin me alive it makes me sad,0.0,0.0,0.0,0.0,0.732627,0.0,0.0
35,1F64F,Real life rallies are happening on the roads. People are walking hundreds of kilometers to celebrate one year of this government.,0.0,0.0,0.8976430000000001,0.0,0.0,0.0,0.0
36,1F61C,I hope Joey remembers during the elites tour that when I walked away to leave I called Joey amazing and that he smiled at me.,0.765396,0.0,0.0,0.0,0.0,0.0,0.0
37,1F60F,Either way I will likely kill myself very soon but all I ever wanted to know is why you are maliciously hiding things from me is all,0.0,0.0,0.8299989999999999,0.602762,0.0,0.0,0.0
38,1F44F,Saved enough money so I could just eat take out and fast food the entire week here without buying groceries and its been amazing,0.670946,0.63698,0.0,0.0,0.0,0.0,0.0
39,1F44C,I need to commission some work with the pan sexual colors. I have none that shows off my pride. Also this is really cute,0.648087,0.8653879999999999,0.0,0.51064,0.0,0.0,0.0
40,1F60B,Everything you cook looks delicious I love sharing the pictures with people who follow me and people who I like to follow,0.8914719999999999,0.0,0.0,0.0,0.0,0.0,0.0
41,1F612,Bump gives me more motivation to get better and put the online shit talkers down and send them home wen it matters.... ON LAN,0.0,0.0,0.0,0.0,0.0,0.0,0.534393
42,1F631,I haven't worn earrings in 15 years. Scratched behind one of the former holes and it was scabby. guess it's finally closing up,0.0,0.8748049999999999,0.0,0.0,0.577972,0.0,0.0
43,1F525,Baby I'm so tired of the ya you turn my words into deception and lies. Don't misunderstand me when I try to speak my mind,0.0,0.631794,0.0,0.0,0.0,0.0,0.0
44,1F60E,technically I wanted to go hot pink and cute little beetle car. but I couldn't find anything that was ME so I went with the other option,0.0,0.920133,0.0,0.0,0.0,0.0,0.0
45,1F622,Yesterday I got told that I sound like a rat and today I got told that I sound like an animal crossing character. Why is everyone so mean.,0.0,0.8272879999999999,0.0,0.0,0.0,0.0,0.0
46,1F608,Hum. Someone here will likely be summoned to an important office in order to discuss with the First User about policies and freedom,0.0,0.876534,0.0,0.560098,0.0,0.0,0.0
47,270C,i would like a swift punch to the gut followed by a finishing blow to the back of the head so i dip outta this reality for a little bit,0.0,0.0,0.0,0.0,0.0,0.0,0.564813
48,1F62C,how do you learn to pick up better on cues and clues because it looks like i is was a dummy for 7 years now misunderstanding a friendship,0.771129,0.0,0.0,0.8118489999999999,0.0,0.0,0.0
49,1F620,I moved my dog off the bed so I could use it and her ultimate revenge would be taking a shit on my pants that were on the ground,0.0,0.0,0.0,0.0,0.0,0.0,0.694443
50,1F60D,So happy lately the only thing that would make me happier is finding out the day I can see my friends and family again. All in good time,0.884826,0.0,0.890603,0.0,0.0,0.0,0.0
51,1F602,I really want to know how Jamaica Health Minister gets away with this update coming soon business every night. Matt Hancock could never,0.0,0.0,0.79901,0.816179,0.0,0.0,0.0
52,2764,happy birthday high hopes i write sins walked so u could run every other panic single walked so u could run i do Not care about numbers,0.505259,0.794075,0.0,0.0,0.0,0.502976,0.0
53,1F618,You know weirdo bitches are obsessed when they accidentally like your 5 year old picture I hope you stay mad bitch,0.0,0.6816989999999999,0.0,0.0,0.0,0.0,0.6481979999999999
54,1F62D,i am not the same woman i was a year ago and thank the fucking lord for that. i am so much stronger and independent. i love that for me.,0.8679469999999999,0.0,0.0,0.0,0.0,0.0,0.0
55,1F44D,What I find fascinating is why a grown woman would put make up on like a 5 year old with a lipstick after 5 bags of Skittles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1F60A,Thank you I was raised up with values and never put yourself above others cause your lifestyle etc.. Can be gone in seconds.,0.675295,0.0,0.0,0.0,0.0,0.0,0.0
57,1F609,Really Lets just say that things were popping off a bit more by the time that I walked across the stage two years after you.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1F605,Trying to respect social distancing while seeing everybody go out is kinda hard let me go catch a flight real quick to go see my friends.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1F614,Been so frustrated with my postpartum body and weight gain thinking how is my body looking like this when my baby is already 2 yrs old...,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1F64F,Sir thank you from the bottom of my heart for helping these needy people.. more power to you.. may god bless u with all the love,0.948952,0.0,0.0,0.0,0.0,0.0,0.0
61,1F61C,They are going to do another crazy thing by only having very restricted times and days thus causing more congestion,0.0,0.0,0.618451,0.762356,0.0,0.0,0.0
62,1F60F,I already have my membership sir. Question is are YOU fr You can be getting that body together to dance again in my male club,0.516317,0.0,0.0,0.788671,0.0,0.0,0.0
63,1F44F,I love seeing a woman on her back with her legs up. I immediately want to lick her booty in that position. Open up for me baby,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1F44C,10 mile bike ride yesterday and 2 hour cliff hike my baby girl did so well and a well deserved sleep and lay in tomorrow,0.6239180000000001,0.0,0.0,0.0,0.0,0.0,0.0
65,1F60B,I eat pussy like its the last piece of pussy on earth every time and that my young thunder cat keep them hoes coming back,0.0,0.0,0.0,0.0,0.544298,0.0,0.0
66,1F612,I hate that chill type of weed. I be like What was the point of smoking that type of weed is depressant it pisses me off,0.0,0.616216,0.0,0.0,0.0,0.0,0.703295
67,1F631,Well this is frightening... First official day of my state being open and EVERYONE is out. I haven't seen a mask yet either,0.0,0.0,0.0,0.711937,0.0,0.0,0.0
68,1F525,I was late but still enjoyed the hell outta myself. Smoking weed in the auditorium listening to Deal or No Deal era Wiz,0.0,0.8748049999999999,0.0,0.0,0.0,0.0,0.638985
69,1F60E,After my online class tomorrow since we can go outside too I will find some cats or dogs that need to rescue especially the abandoned,0.0,0.733853,0.0,0.0,0.0,0.651506,0.0
70,1F622,My dad was so happy to come home from work to a nice meal he kept saying thank the Lord for my blessings and I feel so happy right now,0.964859,0.0,0.0,0.0,0.0,0.0,0.0
71,1F608,When you look at my color I am pure Danish but when you look at my hair I am all Mexican and Portuguese hairy hairy nice and scary,0.645526,0.0,0.674728,0.908301,0.0,0.0,0.0
72,270C,Don't be so thirsty for easy opportunity that you drink from every other cup handed to you. That's how you get poisoned. Good day..,0.817196,0.0,0.91171,0.0,0.0,0.0,0.0
73,1F62C,not having the same studio do all the seasons and especially putting the LAST season on the hands of another studio... yikes honestly,0.0,0.0,0.560944,0.0,0.0,0.0,0.0
74,1F620,All those tweets of your fake conversations about girl gold diggers and body hair shame just make all of you trash. Fight me,0.0,0.0,0.79901,0.0,0.0,0.0,0.0
75,1F60D,I was watching This is Us and Randall went to a college tour at Howard and I saw Lady Fortitude in the background Oh to be a girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1F602,we have at least 500 worth of door dash come to our door everyday and its hilarious how confused they get when they run into each other,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2764,So this is me publicly making this promise to myself. By the end of the year Ill be starting dressage lessons BC that is what I want.,0.0,0.0,0.0,0.0,0.525904,0.0,0.0
78,1F618,Happy 2nd Wedding Anniversary to little Sis and Craig Can't believe it's been 2 years since the best wedding ever,0.9003,0.0,0.0,0.0,0.0,0.0,0.0
79,1F62D,Nah for real. Prime MC Hammer giving your favorite dancing nigga the BLUES. Honestly that nigga still probably a dancing machine TODAY.,0.0,0.68097,0.0,0.0,0.712393,0.0,0.0
80,1F44D,There's a pub open serving take away food and drink too. Victory Inn or something. Had some scampi and chips down there too,0.0,0.990508,0.0,0.72969,0.0,0.0,0.0
81,1F60A,The majority loves her. In many polls she ranks as the 1st or 2nd. She is so popular and the haters are minority but noisy.,0.0,0.8559100000000001,0.0,0.0,0.0,0.0,0.0
82,1F609,Oh I have words. Many words. Don't want to risk a twitter suspension by using them. We all know what those words are though.,0.0,0.0,0.91171,0.0,0.0,0.0,0.0
83,1F605,That annoying moment when my niece is wearing one of my dresses I asked my mom to fix and my nephew is wearing a cap I lost 100 years ago,0.0,0.0,0.0,0.0,0.5061829999999999,0.0,0.0
84,1F614,Can't express how much I hate beds to be pushed into corners in rooms. Today I had to rearrange and compromise for more for floor space.,0.0,0.0,0.862626,0.788671,0.0,0.0,0.517407
85,1F64F,GOD cannot be everywhere hence he nominates certain humans to do his work. That's where you come in. Great Work. GOD Bless you,0.8621790000000001,0.0,0.9169639999999999,0.816179,0.0,0.0,0.0
86,1F61C,Emojis were made just for me... my facial expressions and moods come to life in my texts they be so damn accurate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1F60F,Agreed closed mine this morning with gains so thank you. Also holding for that Thursday merge. If you know what I'm saying,0.724061,0.0,0.0,0.551743,0.0,0.0,0.0
88,1F44F,I just want my stomach flat and a super small waist to go w this fat ass and thighs. might throw some new titties in the mix.,0.0,0.983475,0.0,0.0,0.0,0.0,0.0
89,1F44C,I watch a SHIT LOAD of horror and even i was shocked at the baby scene movie dragged a bit but worth it for the ending,0.0,0.0,0.0,0.0,0.0,0.559786,0.0
90,1F60B,Got some Chinese from my local takeaway. I had asked them how business has been and was told it has been really q,0.0,0.8748049999999999,0.0,0.530786,0.0,0.0,0.0
91,1F612,It felt good to leave on good terms with the man that I love .. shit hurts but hopefully in the future well meet again .,0.71873,0.615352,0.0,0.0,0.0,0.0,0.0
92,1F631,And I'm very sorry for anyone who has to deal with arachnophobia. I don't know how you deal. They're literally everywhere.,0.0,0.0,0.8976430000000001,0.0,0.0,0.0,0.0
93,1F525,FINALLY getting my hair done in 3 days after 6 months of grow out stay tuned because this before and after is gonna be,0.7576109999999999,0.0,0.0,0.0,0.0,0.0,0.0
94,1F60E,Climbing is part of the Christian journey and sometimes you need to push hard with all you got because you know where you heading to,0.0,0.0,0.0,0.632275,0.696592,0.0,0.0
95,1F622,So crazy to see little kids you know grow up. Siblings cousins neighbors. They be growing so fast. Like slow down just a little bit,0.0,0.93143,0.0,0.0,0.0,0.0,0.0
96,1F608,When you NOT in shape you NOT good but once you in shape its a whole different story ..... friendly reminder I used to hoop hoop,0.546936,0.0,0.0,0.0,0.0,0.0,0.0
97,270C,You'll end up really disappointed if you think people will do for you as you do for them. Not everyone has the same heart as you,0.0,0.0,0.0,0.8919600000000001,0.805783,0.0,0.0
98,1F62C,Today was a crazy day. I had two meetings back to back and then had to go to the school and finish off my end of the year paperwork.,0.0,0.0,0.848841,0.6437579999999999,0.5066579999999999,0.0,0.0
99,1F620,I hope the soles to all yo shoes separate and pray one day you eventually try to hop on a skateboard and break both yo legs,0.0,0.0,0.0,0.0,0.710623,0.0,0.0
100,1F60D,This stranger drove past and I thought they were smiling at me but they were actually adoringly looking at my dog I in love,0.918502,0.0,0.0,0.506763,0.0,0.0,0.0
101,1F602,He was absolutely right and it took him exactly half a second to think of her name with no descriptor other than big boobs I am jealous,0.0,0.0,0.839923,0.0,0.0,0.0,0.0
102,2764,Relaxing and reading in the bath Joel drew me and I can hear him reading a story to William in the other room. My heart is a puddle.,0.811976,0.0,0.0,0.0,0.0,0.0,0.0
103,1F618,Asia you bald headed ass bitch Ill tweet about Q all I want and you still wont do shit keep playing with me and,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1F62D,Just binged the entire season 2 of Dead to Me in one day and now I cant believe I might need to wait another year or more for season 3,0.0,0.870915,0.0,0.0,0.668363,0.0,0.0
105,1F44D,If basket ball was as popular all over the world as boxing is. Michael Jordan would be the number 1 sportsman to have lived,0.0,0.0,0.91171,0.51064,0.0,0.0,0.0
106,1F60A,I did watch Annabelle comes home. Its stupid. It lost its touch. Haven't watched gifted. I'll give that a try thank you,0.0,0.68097,0.0,0.0,0.0,0.0,0.722693
107,1F609,Never would I have imagined I would be spending my retirement tweeting for FREEDOM. I guess I did save the best for last.,0.0,0.664175,0.0,0.816179,0.0,0.0,0.0
108,1F605,Brought out the icy hot patch because the pain will not go away. I hate using them because I cannot stand the smell but they work so....,0.0,0.0,0.0,0.761262,0.0,0.0,0.0
109,1F614,Ember played super hard today and now she's having a rough night. Her poor legs are aching and sore. I hate seeing my little babes hurt,0.0,0.0,0.0,0.0,0.655763,0.513134,0.0
110,1F64F,doc gave T a shot he's in rough shape heading home just gonna have to watch him over the next few hours and see how it goes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1F61C,I'm fan of TWICE since 2016 but I created this account earlier to avoid spamming my followers in my real account.,0.0,0.0,0.0,0.0,0.677655,0.0,0.0
112,1F60F,I WILL PAY someone to meal prep for me pretty please I suck at cooking healthy meals and i work nights so I'm always tired,0.0,0.0,0.0,0.0,0.542556,0.0,0.0
113,1F44F,do you have an oral fixation fetish I was just playing around with my throat skills but how can I get into the f,0.0,0.75152,0.0,0.0,0.0,0.0,0.0
114,1F44C,Lovely weather for a bank holiday. Finally found the hole and the cause for the deflating spa now onto a four day week,0.73736,0.0,0.0,0.8782040000000001,0.0,0.0,0.0
115,1F60B,My daughter being crazy with me. Been focused so much I forget to spend extra time with them. It will all pay off,0.0,0.0,0.9169639999999999,0.0,0.643247,0.0,0.0
116,1F612,Been trying to villager hunt for my favorite villagers and this damn game wanna keep giving me eagle like characters,0.0,0.0,0.0,0.0,0.50351,0.0,0.0
117,1F631,The shooting in DC was between a 4 yr old girl and 8 yr old boy Some of u parents r fr fr... like HOW does this happen,0.0,0.534455,0.0,0.0,0.629033,0.0,0.0
118,1F525,I ate my first crab boil today and my tongue was burning so bad that it felt like the devil sat his ass crack on it.,0.0,0.0,0.0,0.0,0.584982,0.0,0.0
119,1F60E,Just opened Facebook for the first time today and there are an awfully large number of memories from eight years ago floating around,0.0,0.769251,0.0,0.0,0.0,0.0,0.0
120,1F622,I want to take a break fr ac but I'm kinda worried what will happen to my island and villagers if I go a while without checking in,0.0,0.0,0.0,0.0,0.0,0.661516,0.0
121,1F608,I actually think its The Daily Star cover that will finish Cummings. Its brutal. But that said I still hope they keep him.,0.0,0.0,0.0,0.838139,0.0,0.0,0.0
122,270C,Been putting it off so I guess I'll finally apply for state insurance cause my parents insurance doesn't cover my pregnancy,0.0,0.0,0.0,0.502925,0.56958,0.0,0.0
123,1F62C,Helicopter been circling overhead for about an hour now and police vans etc all away over the back road. Hope everyone is all okay,0.0,0.0,0.78945,0.0,0.0,0.0,0.0
124,1F620,That's so upsetting to watch. Poor dog. I'm glad to see the update saying the dog and was safe. What's wrong with people.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1F60D,I cleaned my boyfriends space for over an hour and folded his laundry. Now it's time for a Truly and some Avatar on Netflix,0.599142,0.0,0.0,0.0,0.0,0.0,0.0
126,1F602,These dudes doing that Tequila challenge. Who can drink more out the bottle. How do we know it's not water in that bottle Nigga please,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2764,Reminder to everybody going out to the reopening of clubs and bars tonight... Please record the fights VERTICALLY not HORIZONTAL. Ty,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,1F618,Will be posting plenty of content once I gain some follower to my only fans account Let me show you a good time,0.701861,0.0,0.0,0.561818,0.0,0.0,0.0
129,1F62D,Twitter is just a stream of consciousness for me I really just be tweeting my thoughts out word for word with out editing the thought,0.565233,0.8498459999999999,0.0,0.877865,0.0,0.0,0.0
130,1F44D,Just filled my car with diesel and it cost 70 where it would normally have been 85. That 15 difference goes a long long way,0.0,0.8559100000000001,0.0,0.0,0.0,0.0,0.0
131,1F60A,Thank you I am very grateful for each heart you send brother May your day lead to better and more blessings Thank you,0.975166,0.0,0.0,0.0,0.0,0.0,0.0
132,1F609,Your date will take pride in teaching you everything.... would just stick with that and make your date feel knowledgeable,0.0,0.704683,0.0,0.0,0.0,0.0,0.0
133,1F605,I'm opened about my historical interest on other social media but not on here but I can tell people in private messages if they ask me.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,1F614,The hairstyle I wanna go for takes forever to grow and I honestly struggle with this dang hair every day. Might just cut it short again,0.0,0.0,0.0,0.0,0.7547010000000001,0.0,0.0
135,1F64F,Love is made of these impulses that intend to let the soul shine. Awareness meditation helps connect to our source of Love,0.82504,0.0,0.0,0.850751,0.0,0.0,0.0
136,1F61C,Great ride this morning and managed to get a tow and keep with a road rider on a descent at the last stretch and,0.7415510000000001,0.0,0.0,0.0,0.0,0.0,0.0
137,1F60F,You damn well know they're doing it now because it wouldn't have gotten them nearly as much numbers when this all passes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,1F44F,i absolutely love the taste of my own shit the way the brown creamy texture feels on my tongue the way the poop,0.0,0.0,0.560944,0.0,0.0,0.0,0.0
139,1F44C,Lemme try tweeting today The tweet I know deep down my parents want my phone to spoil but I'm serving the living God,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,1F60B,Made my favorite summer pasta with fresh basil from the garden Pair that with a claw and the Simpsons and that ma,0.8846139999999999,0.0,0.0,0.0,0.0,0.0,0.0
141,1F612,I asked my tarot deck why the devil card keeps popping up in all my readings and the devil card flew out to clarify,0.0,0.0,0.560944,0.839981,0.0,0.0,0.0
142,1F631,I am looking for fashion products analyst. You can become an H and M Mystery Shoppers and you can win a 100 Gift Card,0.583017,0.647781,0.0,0.925826,0.0,0.0,0.0
143,1F525,Hold on i just had a chocolate chip oatmeal cookie they said fuck the raisins and put some chocolate chips instead.,0.0,0.804675,0.0,0.0,0.0,0.0,0.0
144,1F60E,Looks like a few more severe days this week and next week isn't look so bad on some of the models after all across the upper plains,0.0,0.5737399999999999,0.0,0.589295,0.593719,0.0,0.0
145,1F622,Vegas strip reopens June 4th. A mere 3 days after we were supposed to fly home from the second canceled Vegas trip. On to July...,0.0,0.8559100000000001,0.0,0.0,0.6046159999999999,0.0,0.0
146,1F608,I think Quentin Tarantino should make an anime. Like maybe elaborate more on the one from Kill Bill and make it a series,0.0,0.942233,0.0,0.530786,0.551772,0.0,0.0
147,270C,Sex worker follow train.. Comment below with a emoji RETWEET for exposure Follow everyone who comments Lets make this money,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,1F62C,Saw a part of Dyer that came off really redneck and trash during a house showing today. I refuse to believe that was part of Dyer.,0.0,0.84639,0.0,0.596122,0.0,0.0,0.0
149,1F620,Why is Boris opening everything and not fucking announcing when we can see our families and go in each others homes,0.582108,0.0,0.0,0.0,0.0,0.0,0.0
150,1F60D,last time i used twitter was 2017. now I finally created twitter account just for . I super admire you Donny. All the best,0.728035,0.0,0.0,0.0,0.0,0.0,0.0
151,1F602,I feel some type of way because nobody told me congratulations for graduating even tho I was supposed to do that but its the principle,0.0,0.9076709999999999,0.0,0.0,0.0,0.0,0.0
152,2764,Today was a bummer of a day. I'll make sure to do something cool for 400 followers tomorrow. Depression's been hitting hard lately.,0.0,0.0,0.0,0.0,0.785337,0.0,0.0
153,1F618,God's incessant blessings on this special day darling You are such a vibe to me on this street Keep being you,0.906848,0.0,0.0,0.0,0.0,0.0,0.0
154,1F62D,I went to my brother and sister campground up north for the first time and I loved it besides the long drive it was definitely a vibe,0.80305,0.0,0.0,0.0,0.0,0.0,0.0
155,1F44D,It is so great to be watching LIVE golf. Thanks to all of you for giving your time for charity and the mental health boost,0.893076,0.0,0.9064409999999999,0.0,0.0,0.0,0.0
156,1F60A,That means implementing discipline and standing on my boundaries. Not gone force yourself in my space. Leave me be,0.0,0.0,0.0,0.955889,0.0,0.0,0.0
157,1F609,They're always super beautiful and say in back of a limo under a big hat giving orders to kill people. It's not an insult,0.0,0.0,0.91171,0.0,0.0,0.0,0.521379
158,1F605,My son is currently singing all I want for my birthday is a big booty hoe safe to say hes learned a little bit on our mini vacation...,0.662457,0.0,0.0,0.0,0.0,0.0,0.0
159,1F614,i miss rushing in the morning and putting coffee in my flask and timing when do i go out so i wont be awkwardly early or late for class,0.0,0.0,0.0,0.0,0.585874,0.0,0.0
160,1F64F,I figured it was something behind Monica's kids that had her crying. Glad her son is better and just celebrated a birthday,0.720445,0.972662,0.0,0.551743,0.0,0.0,0.0
161,1F61C,I would use it to by some more on hand inventory. Quarantines got everyone buying stuff faster than I can get it,0.0,0.8933639999999999,0.0,0.0,0.0,0.0,0.0
162,1F60F,I heard Biden came out of his basement this week. Did he see his shadow Maybe hell stay in his den for 6 more months.,0.0,0.8559100000000001,0.0,0.0,0.0,0.0,0.0
163,1F44F,I love how none of my old friends or popular friends noticed the list But the popular friends I understand why,0.698172,0.0,0.0,0.620279,0.0,0.0,0.0
164,1F44C,And for those wondering how i sent out my last tweet when internet is out. We have data so i sent it using my phone.,0.0,0.8559100000000001,0.0,0.0,0.0,0.0,0.0
165,1F60B,something about the exudes such raw emotion. its little tiny yellow face makes me boil over. its nonchalant smile,0.0,0.96195,0.0,0.0,0.0,0.0,0.0
166,1F612,I hate falling asleep and waking back up so quick. I feel like I was sleep for a min and its only been like a hour,0.0,0.631794,0.0,0.0,0.0,0.0,0.0
167,1F631,I need fashion products analyst. You can become an H and M Mystery Shoppers and you can win a 100 Gift Card to spend,0.511556,0.647781,0.0,0.925826,0.0,0.0,0.0
168,1F525,I'm not really into rap but when it comes to it's different especially because of the lyrics. Of course the talent,0.0,0.0,0.968241,0.974506,0.0,0.0,0.0
169,1F60E,she changed her layout so basically this one time in 6th grade we had a substitute in gateway and I was flashing people my boobies,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,1F622,The best way to hurt my feelings is when I post a hot video or selfie and not getting the one person I want to respond to reply,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,1F608,i try to picture how you feel your body pressed on mine then switch it up with my left hand to trick this dirty mind,0.0,0.0,0.0,0.0,0.542508,0.0,0.0
172,270C,Thanks for the follow. I gotcha back. Reach out if you need anything. Your twitter family is here for you. Virtual hugs.,0.0,0.8841379999999999,0.0,0.653662,0.0,0.0,0.0
173,1F62C,Went to the car to put the groceries away... pulling on the trunk wondering why it's not opening... realize.... it's not my car.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,1F620,Unreal as shes scolding him for basically doing nothing.... she swinging the dog around by his collar.... real nice,0.674824,0.727988,0.0,0.0,0.0,0.0,0.0
175,1F60D,Jupiter and it's 4 Galilean moons The largest Ganymede is larger than mercury. Smallest Io is just smaller than our moon.,0.5009020000000001,0.8933639999999999,0.0,0.0,0.0,0.0,0.0
176,1F602,I bought these sulfurs out of spite when they came out cause something else had sold out on me... so somebody buy these off me size 11,0.0,0.698904,0.0,0.0,0.570735,0.0,0.0
177,2764,When your mom is your hype woman and reminds you how beautiful you are and to also remind you of your worth and not settle for less,0.764686,0.0,0.0,0.0,0.0,0.0,0.0
